"datetime","Relative_Humidity_percent","Rainfall_millimeterPerDay","Surface_Level_Barometric_Pressure_pascal","Longwave_Radiation_Downwelling_wattPerMeterSquared","Shortwave_Radiation_Downwelling_wattPerMeterSquared","Ten_Meter_Elevation_Wind_Speed_meterPerSecond","Air_Temperature_celsius"
"1997-06-16",48.26574,0,97406.5,296.0441,356.9683,3.793127,290.7983
"1997-06-17",66.52764,5.600254e-05,97187.79,322.93,146.2495,2.444083,288.7841
"1997-06-18",91.29547,0.0001189093,97423.2,389.7845,57.63295,1.864368,290.124
"1997-06-19",82.5033,4.351125e-05,97049.27,384.5188,227.5842,2.659426,292.195
"1997-06-20",67.0607,0,97543.45,335.5114,311.2526,1.610412,292.4273
"1997-06-21",66.6945,1.838223e-05,97268.32,382.4027,302.841,3.040977,297.6328
"1997-06-22",73.78818,3.164932e-05,96870.37,377.1082,267.9826,4.139174,297.4931
"1997-06-23",61.32681,2.794953e-06,97414.38,336.4455,284.6017,3.857837,293.9678
"1997-06-24",69.36571,1.312287e-05,97828.34,337.4774,215.0681,1.966453,291.4818
"1997-06-25",75.15803,5.107016e-06,97388.74,364.5392,245.038,2.471061,293.7301
"1997-06-26",62.46689,2.594014e-06,96898.66,372.4323,283.818,3.641629,297.7033
"1997-06-27",54.96976,0,97399.8,318.5975,348.282,4.084107,293.0033
"1997-06-28",52.25998,4.758077e-09,97918.12,327.9456,312.2635,2.056815,293.5045
"1997-06-29",51.36137,0,97903.55,336.8946,345.4063,2.317488,296.2983
"1997-06-30",47.54637,0,97822.95,339.2346,343.8134,1.90902,297.2904
"1997-07-01",48.09507,0,97466.89,352.0527,303.2352,1.893888,297.6334
"1997-07-02",56.73476,9.958719e-08,97163.3,359.4601,281.6218,2.231837,296.7003
"1997-07-03",84.56683,0.0001843629,96718.37,398.6647,58.61936,3.718504,293.9256
"1997-07-04",79.534,6.436323e-05,96186.27,368.2573,252.0848,4.29812,292.8162
"1997-07-05",58.68821,1.426442e-08,96921.98,320.3945,339.2607,4.244542,291.3736
"1997-07-06",58.41046,0,97671.73,308.9462,351.4771,1.951756,291.8266
"1997-07-07",57.98288,7.46829e-06,97855.52,330.9954,283.9066,2.34853,293.0039
"1997-07-08",60.85393,2.391266e-09,97990.16,321.1407,328.9055,2.382766,291.8834
"1997-07-09",81.71163,0.0002133946,97426.95,377.5601,135.9057,3.09541,292.6454
"1997-07-10",77.11477,0.0001455729,97698.57,339.1213,277.6202,2.863765,289.8699
"1997-07-11",61.29185,0,98006.55,320.7034,310.1559,2.298722,292.1094
"1997-07-12",59.38163,0,97823.09,334.0216,315.1447,2.426211,294.6916
"1997-07-13",62.29246,0,97347.21,356.0018,313.1389,2.301813,295.6832
"1997-07-14",67.12462,1.185571e-05,97118.35,388.5589,259.6357,2.424687,297.2282
"1997-07-15",86.06774,4.277411e-05,97392.59,401.1114,160.0414,1.991511,295.3193
"1997-07-16",82.68018,1.213054e-05,97532.77,398.4609,210.1306,2.154532,293.5468
"1997-07-17",66.02153,7.048431e-06,97090.49,357.7492,294.9466,2.869589,296.9146
"1997-07-18",68.47765,6.089542e-06,96686.54,371.3404,256.84,3.640241,297.1747
"1997-07-19",69.78958,3.890414e-06,96849.3,344.339,129.9383,4.13204,289.5208
"1997-07-20",57.58609,1.667042e-08,97601.6,307.0196,318.1599,4.052264,289.5117
"1997-07-21",62.07657,5.489653e-08,97813.12,351.6344,170.1057,1.417813,291.1096
"1997-07-22",58.31359,2.947443e-06,97876.84,335.6525,335.4588,2.171574,292.3772
"1997-07-23",56.2283,0,98288.12,307.6329,334.6964,1.84617,291.6722
"1997-07-24",59.41624,0,98406.29,323.1569,253.3725,2.497882,290.944
"1997-07-25",62.51926,8.808135e-07,97829.9,333.6737,273.5562,2.68325,290.9931
"1997-07-26",56.27547,0,97314.43,328.381,310.3412,1.836318,294.1863
"1997-07-27",62.0066,2.088909e-05,97115.72,365.0919,226.0493,1.607517,296.5487
"1997-07-28",78.99136,5.843374e-06,96764.05,398.0563,170.7416,2.958407,296.1658
"1997-07-29",50.59783,8.897613e-07,97151.73,328.0243,278.9425,4.591434,293.3591
"1997-07-30",45.41546,0,98062.62,304.1739,322.1749,2.704635,291.8527
"1997-07-31",51.81442,3.345007e-06,98184.13,332.8861,264.3704,2.186041,293.6797
"1997-08-01",53.74783,0,97927.62,345.8669,262.7791,2.9304,295.1659
"1997-08-02",49.44374,9.141827e-07,97352.39,366.6368,238.8763,3.66171,297.1853
"1997-08-03",69.57729,1.915822e-05,97155.76,372.9052,219.4054,2.745844,295.4561
"1997-08-04",61.46077,2.282859e-06,97348.05,360.9436,188.2722,2.204304,292.0867
"1997-08-05",72.7985,7.119036e-05,97203.09,351.7443,193.0491,1.924363,289.8698
"1997-08-06",65.86404,1.525384e-06,97641.37,321.9894,266.5064,2.246861,289.8345
"1997-08-07",51.31289,0,98072.39,303.4695,321.0339,2.160795,290.9224
"1997-08-08",57.38857,4.012663e-06,98176.94,342.1446,198.1223,1.5506,292.4023
"1997-08-09",66.4465,3.195776e-06,98049.96,372.9277,206.8557,1.794242,295.0807
"1997-08-10",60.93782,1.01844e-06,98034.71,358.5561,267.9816,2.110813,296.4798
"1997-08-11",62.40394,2.664761e-06,97911.62,359.7878,250.3664,3.091957,297.3327
"1997-08-12",64.8602,1.14049e-05,98078.6,348.2383,299.954,2.247718,293.896
"1997-08-13",81.80556,0.000382812,97620.31,371.3769,54.4888,2.907977,290.9693
"1997-08-14",77.10226,5.005122e-06,97192.24,367.5621,236.5375,2.724591,292.188
"1997-08-15",71.38828,5.021658e-08,97535.74,334.6487,216.0042,1.994382,290.8791
"1997-08-16",77.62036,3.681016e-05,97062.09,389.1243,243.7565,4.201066,296.087
"1997-08-17",72.61758,1.499975e-06,97065.48,390.6218,213.0995,3.554736,297.0247
"1997-08-18",58.35056,5.723829e-06,97306.16,335.8113,285.8693,3.359198,290.948
"1997-08-19",64.99107,2.669661e-07,97753.68,310.8737,215.983,2.876968,289.2253
"1997-08-20",68.63322,4.768843e-08,97883.46,320.1838,197.5365,1.393872,288.6276
"1997-08-21",88.27877,0.0002861047,97444.14,360.7478,41.33756,4.077668,286.8315
"1997-08-22",90.15768,0.0001381057,96912.57,369.398,197.8506,2.279691,288.6269
"1997-08-23",82.75382,3.579287e-05,97111.32,347.9673,188.6764,2.207588,289.3583
"1997-08-24",74.45362,6.990567e-07,97644.41,339.8367,180.893,2.681016,289.794
"1997-08-25",75.97315,7.818673e-06,98062.05,334.4669,202.6669,0.7948665,289.7799
"1997-08-26",80.77951,4.068362e-06,98035.14,336.1925,225.6135,0.8082756,290.1186
"1997-08-27",83.26495,2.215405e-05,97657.65,351.7965,197.7243,2.235138,291.3171
"1997-08-28",87.93389,7.946196e-05,97136.47,376.0522,123.5789,2.787054,291.235
"1997-08-29",96.43753,0.0001177429,97026.31,372.1525,123.6807,1.294787,289.9379
"1997-08-30",83.58138,6.042669e-06,97361.2,338.2036,202.1901,2.143214,290.5194
"1997-08-31",82.12832,7.844386e-06,97766.96,342.2419,180.6869,1.311939,290.2297
"1997-09-01",86.72416,4.340424e-05,98097.53,372.6764,161.0982,1.726591,292.3822
"1997-09-02",88.42081,5.442314e-06,98040.02,364.1023,191.7047,1.861119,292.3705
"1997-09-03",75.38104,4.508105e-05,97266.66,352.1466,168.7645,4.370717,288.7705
"1997-09-04",69.66286,2.333563e-07,97382.12,302.7795,179.0751,4.195557,283.6789
"1997-09-05",63.93154,0,97437.61,286.1094,261.53,2.858909,286.3927
"1997-09-06",66.92136,2.351516e-06,97595.31,311.6828,208.7659,2.413983,288.7232
"1997-09-07",84.35136,7.252161e-05,97406.23,350.0808,123.3791,1.627794,289.2884
"1997-09-08",91.4651,6.720248e-05,97548.66,368.925,97.14394,2.325868,288.5913
"1997-09-09",86.15163,1.371458e-05,97840.87,346.2268,155.9314,1.702925,288.1381
"1997-09-10",90.79422,2.568334e-05,97928.88,362.108,101.329,2.549506,288.127
"1997-09-11",95.32439,5.450777e-05,97984.53,381.6388,45.76031,3.759613,288.7473
"1997-09-12",87.24981,0.0001363303,97660.73,380.0488,177.1391,2.931828,292.356
"1997-09-13",82.74192,5.914445e-06,97645.14,339.6985,197.251,1.659848,290.7516
"1997-09-14",85.66315,1.103935e-05,97698.25,352.4178,156.5654,1.895904,290.364
"1997-09-15",83.0278,1.98441e-08,97557.51,333.6572,194.1879,2.105093,289.4857
"1997-09-16",77.11794,2.143924e-07,97442.48,344.5572,149.8472,2.617328,290.2134
"1997-09-17",78.14999,0,97623.13,297.4946,220.8696,1.909452,286.3127
"1997-09-18",76.93824,6.359456e-06,97470.35,338.2064,215.2162,2.838768,291.5345
"1997-09-19",73.17049,0,97586.89,315.9752,216.1932,2.167873,289.9012
"1997-09-20",79.98592,9.130478e-05,96690.69,364.6569,71.72844,3.688026,290.3727
"1997-09-21",67.21076,1.135779e-07,97533.36,301.9187,129.3436,5.055468,281.7694
"1997-09-22",69.09566,0,98187.26,264.3527,219.7567,2.779428,281.4704
"1997-09-23",78.0944,2.229756e-05,97366.36,322.101,62.26007,3.190607,284.5511
"1997-09-24",69.48474,1.889932e-07,97658.49,256.7871,219.244,3.381785,280.1679
"1997-09-25",69.40121,1.414807e-06,96866.67,270.0307,195.1227,3.041495,281.7321
"1997-09-26",84.69658,3.912994e-05,96721.52,331.051,114.3097,2.106921,284.6019
"1997-09-27",76.71639,0,97857.97,275.6879,214.5975,1.918962,282.3904
"1997-09-28",83.25826,0,97853.36,285.7753,176.1529,2.34583,282.1521
"1997-09-29",92.96708,5.127625e-05,95756.72,345.6692,35.21407,4.100492,284.9637
"1997-09-30",74.44023,1.491111e-05,95232.8,310.9254,139.1015,4.926661,286.9178
"1997-10-01",71.75793,1.077924e-05,96372.8,317.7291,110.3104,4.932307,281.3643
"1997-10-02",63.90915,1.903721e-08,97434.15,248.87,207.4157,3.373136,278.2279
"1997-10-03",82.7687,4.474598e-05,97631.07,285.3118,83.55481,1.906666,278.7758
"1997-10-04",92.57165,2.29415e-06,97941.79,350.7136,66.8473,2.036551,283.4557
"1997-10-05",82.76376,7.843504e-05,97699.92,338.7996,146.2716,3.052693,287.9514
"1997-10-06",68.7711,0,97484.72,315.4139,178.748,3.29525,289.2523
"1997-10-07",58.94486,0,97961.05,288.9068,188.7641,3.202957,288.6423
"1997-10-08",63.26801,0,98550.88,273.1116,180.0894,1.618214,284.4915
"1997-10-09",78.8013,2.152435e-07,98500.19,338.8828,149.2002,2.01791,287.6648
"1997-10-10",75.75526,7.46427e-08,97881.59,340.7,157.8775,3.792774,291.0619
"1997-10-11",53.4576,0,98423.97,261.5282,186.926,3.921909,282.9789
"1997-10-12",62.77197,0,98616.09,257.2351,174.8775,1.398012,280.3203
"1997-10-13",69.09478,0,98387.68,290.6874,159.2081,1.746949,283.5829
"1997-10-14",86.10122,1.254776e-06,98135.63,324.224,97.3306,2.023258,285.2232
"1997-10-15",90.34689,1.919312e-05,98203.73,367.0064,17.09934,2.011313,284.8008
"1997-10-16",80.34236,3.327911e-05,98312.7,344.3215,38.74527,3.678387,281.2554
"1997-10-17",63.53362,0,98108.59,261.485,169.4893,2.92819,278.3593
"1997-10-18",72.19803,7.921961e-10,98024.05,251.0499,142.5429,1.373657,276.9225
"1997-10-19",76.34392,4.777647e-09,97688.76,265.9504,134.7525,1.288689,277.544
"1997-10-20",73.89113,4.777647e-09,96921.02,276.4248,151.057,2.057095,279.8073
"1997-10-21",68.73062,1.310033e-06,97113.73,285.4601,140.1306,3.61107,278.7336
"1997-10-22",69.48378,7.222097e-06,96792.13,246.3395,136.2072,3.727187,275.0162
"1997-10-23",58.51554,1.618877e-06,97236.49,231.601,124.6483,3.322365,273.4125
"1997-10-24",63.0293,2.69798e-06,97414.66,255.3083,105.0057,3.729383,276.2708
"1997-10-25",86.63274,7.367147e-05,97578.22,309.2751,34.58382,1.675127,276.6681
"1997-10-26",68.91581,7.159143e-09,97964.18,233.3109,148.4981,2.420046,274.4608
"1997-10-27",93.01776,0.0001282002,96632.5,320.8843,13.76552,3.210848,276.4474
"1997-10-28",76.73686,6.308002e-06,96246.43,284.0401,70.89498,4.623201,275.7951
"1997-10-29",70.59616,5.677122e-07,97352.66,271.8937,84.0691,2.788225,275.7291
"1997-10-30",69.0221,1.669e-08,97736,273.3198,112.857,2.430296,278.9758
"1997-10-31",72.86419,0,98176.56,261.4354,126.7424,2.442622,278.0671
"1997-11-01",95.63418,0.0001017664,97751.34,347.3832,23.85919,4.085287,282.9234
"1997-11-02",93.55034,0.0003426736,95927.99,369.3045,54.98189,5.347681,286.6952
"1997-11-03",76.05228,2.129929e-05,96702.38,283.882,123.7497,4.103866,282.4407
"1997-11-04",86.57299,2.774385e-05,97533.03,289.5213,97.60941,2.664441,281.1358
"1997-11-05",73.33778,2.012717e-05,98311.6,280.6107,119.8726,3.413444,279.2716
"1997-11-06",73.92543,0,98977.25,252.2132,124.4495,1.504821,277.3074
"1997-11-07",82.28314,5.527935e-07,98422.37,281.5334,47.7404,3.148079,276.7607
"1997-11-08",82.71663,4.545128e-06,97439.87,323.1093,27.50934,3.712918,278.0202
"1997-11-09",96.94614,0.0002463923,96424.07,336.2479,14.00688,3.173017,278.5792
"1997-11-10",88.63365,3.55643e-05,96252.32,327.783,51.32439,3.306544,278.2271
"1997-11-11",67.85204,3.882741e-08,96883.22,277.8661,87.63055,3.404614,276.2344
"1997-11-12",59.05387,2.285554e-06,97092.16,222.5961,110.3349,2.680653,271.8909
"1997-11-13",52.70113,8.323449e-08,97671.07,212.1839,119.9293,3.283473,270.7143
"1997-11-14",65.986,0.0002333663,97196.76,268.1877,12.06002,3.258208,268.0241
"1997-11-15",87.43452,5.461194e-05,96455.44,282.8835,73.4615,2.157975,269.8341
"1997-11-16",81.8764,3.226162e-05,96558.17,261.3141,80.46304,2.527512,270.0072
"1997-11-17",71.33563,1.38739e-06,97207.52,227.2675,88.08899,4.204906,269.6799
"1997-11-18",76.35957,2.568062e-06,98094.95,260.745,77.57316,1.895278,272.1833
"1997-11-19",78.83704,1.584392e-09,97799.68,209.9221,111.3834,1.715558,267.6086
"1997-11-20",72.32126,5.661727e-07,97278.16,234.4758,83.74224,2.948153,270.4646
"1997-11-21",72.59237,0,97654.09,244.5861,83.26291,3.289218,273.0965
"1997-11-22",90.7847,0.0001843864,97352.05,297.9945,21.03087,2.706269,273.6681
"1997-11-23",90.92542,3.656898e-05,97610.18,293.1534,32.37502,1.756943,269.464
"1997-11-24",84.24732,1.213199e-05,97025.02,262.3616,83.47655,2.594518,270.4355
"1997-11-25",68.39549,1.873036e-06,97663.69,225.6034,69.39181,3.912003,265.8674
"1997-11-26",71.7776,3.18715e-06,96478.92,288.6234,73.2859,3.614943,276.5927
"1997-11-27",72.98533,7.337737e-05,95974.02,272.926,86.91466,5.960186,272.7608
"1997-11-28",69.8559,2.425624e-05,97470.7,249.0888,35.64977,2.464187,267.2806
"1997-11-29",74.66951,9.033705e-07,97190.62,265.6655,86.3622,4.029856,273.4155
"1997-11-30",75.92282,8.647366e-05,96882.95,249.7033,26.97849,1.822833,268.1388
"1997-12-01",85.76584,0.0001881937,95539.09,296.7304,35.72137,3.662937,271.6867
"1997-12-02",68.08741,3.043216e-06,96121.98,234.9966,74.47079,7.349773,268.7863
"1997-12-03",70.6633,2.406818e-07,97118.61,244.1767,89.87154,5.440935,271.1356
"1997-12-04",79.13244,6.83085e-06,96472.45,283.8503,54.0509,1.606468,272.8096
"1997-12-05",89.10558,2.039577e-05,95785.65,272.612,48.4567,1.622232,273.4526
"1997-12-06",77.48946,7.062435e-06,95504.12,237.569,77.85233,3.676778,271.4174
"1997-12-07",76.85233,1.516215e-06,95853.59,244.9595,60.2874,3.46732,270.391
"1997-12-08",71.96178,5.436584e-07,96886.96,249.697,84.69157,4.277721,272.0114
"1997-12-09",73.21732,0,97535.75,212.3954,87.016,1.365315,265.8432
"1997-12-10",77.47964,2.228424e-08,97130.36,228.7051,85.76344,1.581027,266.7399
"1997-12-11",75.51546,1.864259e-07,97296.9,210.3285,95.34062,1.767086,266.0566
"1997-12-12",82.12959,6.887096e-06,97502.68,253.9932,54.74941,2.033533,267.489
"1997-12-13",77.88954,6.642572e-06,96767.47,243.944,55.51062,2.807969,270.8495
"1997-12-14",66.51972,9.40291e-06,96354.41,230.0657,75.18143,4.892068,270.051
"1997-12-15",53.62455,0,97289.28,187.7261,88.82523,2.864577,262.5547
"1997-12-16",72.63805,0,97358.77,221.1678,89.57956,1.790588,266.6572
"1997-12-17",67.84553,0,96874.89,236.7319,79.85892,2.639452,272.7073
"1997-12-18",70.36079,3.168784e-09,97315.77,215.1984,91.32742,2.41133,271.8786
"1997-12-19",67.25771,1.247371e-07,97077.02,251.7198,74.06569,2.985687,272.9882
"1997-12-20",71.09503,2.197183e-06,97020.65,258.1974,46.32785,3.716108,274.4926
"1997-12-21",65.65164,1.743321e-08,97919.13,183.634,94.65139,3.774542,265.1497
"1997-12-22",58.93777,0,98549.02,187.1024,90.10303,1.799362,262.0614
"1997-12-23",79.58101,0.0001626801,97627.05,285.6003,14.02283,2.233562,268.3248
"1997-12-24",77.41864,1.180964e-05,97645.84,253.0387,85.5659,2.16713,270.7448
"1997-12-25",92.04103,0.000212519,97058.7,284.7275,9.251078,2.454464,270.0287
"1997-12-26",84.44077,1.20825e-06,96461.17,275.7732,71.93047,3.37674,275.6799
"1997-12-27",79.62923,1.720764e-06,96798.93,255.1683,46.4362,2.381526,273.1219
"1997-12-28",70.57646,2.77818e-06,96571.74,230.432,94.19258,3.656569,268.0186
"1997-12-29",73.77166,1.832826e-06,97354.45,214.1205,61.87329,2.437333,262.4677
"1997-12-30",89.70293,0.0002040704,94337.12,303.2865,39.07092,5.256902,273.3987
"1997-12-31",68.39104,9.363753e-06,95725.45,224.7232,77.25565,4.67201,265.1441
"1998-01-01",64.07808,5.393735e-06,98099.21,166.1129,91.63741,2.985605,255.9749
"1998-01-02",65.63858,2.644289e-06,97720.04,264.5341,74.13235,3.738068,270.668
"1998-01-03",69.94913,3.09423e-09,97848.48,295.3018,63.88718,3.414104,277.744
"1998-01-04",72.65326,3.740608e-06,98248.98,295.5987,77.37229,3.277736,278.1934
"1998-01-05",88.89883,3.438495e-05,98842.77,305.4588,44.01293,2.617666,273.3146
"1998-01-06",97.2533,3.95208e-05,97880.61,325.9052,17.47894,2.624266,277.3505
"1998-01-07",98.08174,7.882668e-05,98019.07,322.8322,7.989075,1.929877,273.5606
"1998-01-08",99.23734,0.0004365208,97137.93,314.549,8.478868,2.456743,272.1541
"1998-01-09",98.32413,9.74279e-05,96550.82,310.7043,15.09813,2.414142,271.1938
"1998-01-10",83.98288,1.258845e-05,97184.27,255.0458,97.23476,2.217071,273.3024
"1998-01-11",75.34004,2.26974e-08,97502.66,219.2586,96.96507,2.855551,270.8929
"1998-01-12",67.59526,7.95525e-08,98223.09,188.5986,105.8681,2.277842,264.7392
"1998-01-13",79.00247,5.406686e-05,97644.07,280.4564,23.72837,4.143995,271.3166
"1998-01-14",59.22119,6.639886e-07,98079.47,183.3083,108.9615,4.984641,263.9326
"1998-01-15",62.15291,3.156543e-06,98520.66,215.5276,72.78223,1.939598,260.1801
"1998-01-16",86.98746,0.0001724212,97366.46,286.0609,34.80355,3.399536,266.4627
"1998-01-17",75.46797,8.056934e-07,96999.06,223.9419,109.7086,2.566604,266.4311
"1998-01-18",84.66731,2.413954e-05,97506.02,262.1022,51.88519,1.789813,266.1655
"1998-01-19",86.7748,2.363505e-05,97627.85,268.3334,71.08662,1.430704,268.8324
"1998-01-20",85.86887,1.904749e-05,97254.17,261.0087,71.47674,2.588161,271.1127
"1998-01-21",73.14634,1.704442e-07,97648.72,224.3855,110.8457,4.628757,269.748
"1998-01-22",60.05341,1.238968e-08,98531.25,197.7869,117.7286,3.041255,263.9457
"1998-01-23",75.31047,0.0001276028,98997.46,236.6053,25.64639,3.05522,260.6261
"1998-01-24",94.17444,0.0001900006,97132.01,308.1411,20.15783,3.215588,271.0365
"1998-01-25",74.81654,1.64152e-05,96442.01,264.4352,85.3811,5.816563,270.3238
"1998-01-26",56.64698,1.406606e-07,98055.25,193.9316,126.5068,3.567223,266.2101
"1998-01-27",58.10052,2.357481e-07,98943.63,190.3096,104.2659,1.752082,260.1084
"1998-01-28",79.7824,2.922053e-06,97995.34,270.3004,57.78425,2.641032,267.2705
"1998-01-29",64.90061,1.71889e-06,96800.57,246.4645,117.7047,2.642495,271.4522
"1998-01-30",81.28394,3.063936e-05,96560.32,267.5042,64.72431,1.341575,271.4958
"1998-01-31",81.56912,5.495794e-06,96954.02,274.239,96.47363,2.929389,272.1786
"1998-02-01",69.10587,0,97978.76,214.1538,129.7976,1.540017,269.3767
"1998-02-02",73.45702,0,98216.1,231.7872,124.101,2.108198,270.6093
"1998-02-03",75.09837,1.03141e-09,97924.65,261.9596,114.5803,2.457612,274.6115
"1998-02-04",74.40409,1.136465e-08,97924.05,257.9566,87.24583,2.559838,272.2502
"1998-02-05",58.85116,6.865248e-06,97188.2,275.5403,67.73253,3.970505,269.5248
"1998-02-06",56.84657,2.283116e-08,97018.84,200.9119,146.7245,2.724447,267.6117
"1998-02-07",66.12396,0,97655.69,200.9035,146.6064,1.832437,266.5628
"1998-02-08",64.72113,3.11334e-09,97688.01,207.4914,137.2009,1.749442,266.2449
"1998-02-09",65.33269,0,97761.94,207.2409,147.8729,1.637389,266.8991
"1998-02-10",69.56902,0,98189.38,227.845,126.6832,1.959171,270.1959
"1998-02-11",78.76313,6.466009e-07,98037.55,236.9406,131.616,2.47148,272.4953
"1998-02-12",92.33419,0.000260914,96094.6,325.9624,36.26813,3.116507,276.7448
"1998-02-13",70.20819,8.960005e-06,96373.59,263.5886,111.5243,5.438227,272.5746
"1998-02-14",62.03317,4.239621e-08,97615.83,172.9329,166.0825,4.26055,261.9407
"1998-02-15",54.86308,0,98595.63,154.8427,168.3259,3.679766,258.6622
"1998-02-16",56.49144,0,99067.05,194.3197,161.2976,1.34679,262.5426
"1998-02-17",57.54046,7.264461e-09,98780.84,238.6933,126.5349,2.368799,269.6668
"1998-02-18",89.04549,0.0001541615,97370.29,305.9475,24.91001,5.713043,273.0403
"1998-02-19",90.32708,5.716499e-05,96431.94,312.0273,44.84458,2.309572,274.7127
"1998-02-20",85.22486,1.252339e-06,96442.22,278.8383,114.8456,2.397379,275.3728
"1998-02-21",78.57379,2.577955e-06,96101.13,281.8472,80.65204,4.12694,274.6752
"1998-02-22",70.18277,1.095909e-07,97309.21,247.6308,171.9661,3.55073,273.5452
"1998-02-23",74.71754,8.104244e-07,97839.38,241.746,98.2623,2.544502,270.0216
"1998-02-24",85.46568,0.0002569904,96365.61,299.3106,21.38982,5.136786,272.7928
"1998-02-25",86.62574,0.0002002668,95533.59,305.651,74.74632,5.6473,274.2078
"1998-02-26",75.23111,9.920648e-06,96575.57,285.7128,121.8096,6.62126,274.5861
"1998-02-27",69.74387,0,96881.19,253.8244,163.4612,4.17911,275.5477
"1998-02-28",78.4749,4.137432e-07,97161.86,259.1399,161.1242,1.387274,274.6029
"1998-03-01",96.77522,2.818565e-05,96821.19,316.0102,38.7477,1.640576,275.1651
"1998-03-02",86.73941,4.195768e-06,96455.11,266.9653,167.1125,1.294357,274.2222
"1998-03-03",82.95652,5.11127e-06,95984.73,255.4062,125.0469,1.90459,273.4826
"1998-03-04",79.06509,3.62398e-06,96385.7,255.1772,139.9675,2.393005,274.0022
"1998-03-05",81.93127,3.260757e-05,97025.96,277.1045,123.8132,1.218106,273.8096
"1998-03-06",73.14026,1.089995e-06,97879.52,239.9838,148.3482,2.097657,272.0619
"1998-03-07",79.53854,3.306694e-05,98093.97,280.3932,67.19104,2.276384,272.9583
"1998-03-08",75.89321,4.583555e-06,98465.12,231.676,176.8747,2.967925,272.003
"1998-03-09",96.82666,0.0003426197,97099.03,321.7294,17.43067,4.428948,274.88
"1998-03-10",82.23506,2.549521e-05,95682.52,324.4608,125.6296,4.477417,278.5113
"1998-03-11",51.85849,6.171418e-07,97178.48,198.95,216.1929,5.757524,264.085
"1998-03-12",47.74906,5.045181e-06,97552.26,175.858,190.7054,4.349303,261.4989
"1998-03-13",44.57282,1.385214e-07,98262.57,171.5099,219.4137,3.150944,262.4335
"1998-03-14",70.55398,9.15067e-05,97517.61,247.789,61.99826,4.17143,269.9973
"1998-03-15",71.0601,1.134669e-05,97404.87,256.3385,158.6155,4.123757,271.3517
"1998-03-16",67.73837,2.301645e-06,98759.79,226.3033,178.7794,2.864541,269.0117
"1998-03-17",55.8893,0,99152.75,189.7672,241.5494,1.815525,266.869
"1998-03-18",69.0469,5.233315e-06,98658.9,257.5353,108.7942,1.76824,270.6377
"1998-03-19",91.14288,0.0002051869,97776.09,308.7308,32.93331,2.460976,273.5825
"1998-03-20",91.46187,1.404517e-05,97139.56,309.6512,79.64882,1.555176,273.2165
"1998-03-21",85.07095,7.096315e-05,97115.94,291.704,58.21745,3.743977,270.342
"1998-03-22",84.88138,0.0002287451,96121.76,282.8802,72.81379,3.934915,269.0199
"1998-03-23",71.93475,9.721349e-06,96656.77,245.472,182.1406,3.303839,270.421
"1998-03-24",65.01028,1.645691e-06,97699.2,226.0539,200.0212,2.738786,269.856
"1998-03-25",60.34238,4.958425e-08,98828.14,204.2066,259.1484,2.082307,269.6848
"1998-03-26",68.96416,5.384369e-08,98470.98,264.3501,151.2178,3.825728,276.2667
"1998-03-27",72.84662,1.801221e-07,97436.9,305.5247,210.1005,3.659441,284.6841
"1998-03-28",70.68191,0,97273.71,320.3887,204.4995,2.836324,287.2888
"1998-03-29",73.89002,3.33341e-06,96810.13,329.7923,162.11,4.613174,287.8837
"1998-03-30",67.6367,0,97254.88,299.7384,242.9137,3.219092,286.8887
"1998-03-31",62.65395,3.203113e-08,96904.49,332.5026,243.1282,3.607777,292.6486
"1998-04-01",83.60873,5.513534e-05,97245.38,341.7569,63.72563,3.566322,281.9209
"1998-04-02",97.59399,0.0001343698,96871.33,333.1557,77.27334,1.491223,276.5179
"1998-04-03",85.5422,3.810017e-05,96842.19,291.269,211.9564,2.820268,277.9774
"1998-04-04",72.98369,6.333322e-07,96718.02,277.4294,147.2637,3.110672,275.5386
"1998-04-05",59.68394,6.322079e-06,96446.22,265.7257,140.0718,4.757901,275.2681
"1998-04-06",59.48074,1.730127e-06,96436.87,264.9726,169.2982,4.355406,277.6869
"1998-04-07",49.02576,0,96855.37,240.5912,281.3989,3.294187,280.1968
"1998-04-08",52.57184,7.221932e-07,97236.27,255.7156,255.6518,1.486187,280.824
"1998-04-09",69.41576,2.111006e-05,96778.01,305.3334,177.9468,2.086006,281.1956
"1998-04-10",48.61288,1.051655e-05,96048.45,267.6835,270.8544,4.795377,278.8673
"1998-04-11",39.25781,0,97293.23,220.3565,294.7827,2.828769,278.1371
"1998-04-12",48.34276,0,98199.59,247.6059,277.4323,1.639341,279.7391
"1998-04-13",46.73882,0,98221.73,246.1822,294.4541,1.757962,281.8838
"1998-04-14",43.97589,0,97499.02,251.8302,295.4754,1.938783,283.1433
"1998-04-15",54.32365,3.130722e-07,96904.26,277.3494,243.8468,1.937936,283.1287
"1998-04-16",80.68513,1.655045e-05,97315.24,306.9676,164.2554,2.514155,284.009
"1998-04-17",95.57269,6.841515e-05,96979.53,367.7159,65.44877,3.873781,285.4836
"1998-04-18",57.73462,4.188861e-06,97512.95,280.8088,269.7159,4.900147,282.6397
"1998-04-19",56.44289,3.878444e-05,97959.26,294.8895,103.1634,2.175062,282.6339
"1998-04-20",86.60909,0.0003100519,96972.05,329.0294,103.3209,3.636046,279.8956
"1998-04-21",65.39725,9.618889e-08,97645.34,269.5891,244.7613,2.8159,280.9254
