datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Air_Temperature_celsius	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Vapour_Pressure_milliBar	Longwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerHour
221	2.4957218	2.0813243	24.030878	254.57333	17.266493	391.09464	8.0320562e-10
222	0.8070336	0.42824805	22.778162	191.36896	16.723741	375.55707	1.5590667e-09
223	4.175591	1.5922188	22.207574	196.67799	21.136368	404.20407	2.5248385e-09
224	4.2460823	-1.5980077	19.617975	272.77832	14.340602	348.01917	0
225	1.6121826	-1.9999571	18.80282	273.46875	12.80965	336.86365	0
226	-0.38301092	1.6769291	20.292261	256.31949	14.617697	340.96167	0
227	0.34333357	4.73493	19.777277	74.719315	18.891059	399.93747	5.1388179e-09
228	4.0428572	-0.45884719	19.375665	256.40707	17.572644	359.87756	7.340938e-10
229	4.9291911	-0.38860109	17.784296	262.07269	12.928412	334.58109	0
230	3.1185813	-1.7607788	15.597986	250.18942	11.366341	323.95441	4.1830568e-10
231	3.2929032	-1.2414556	15.043298	270.66867	10.389216	312.38971	0
232	2.0739913	3.1363201	17.269678	102.25003	12.176746	345.74738	3.8202227e-09
233	1.481571	-1.2147945	16.847345	252.54007	17.072515	364.38773	1.0413583e-08
234	0.30060789	-1.0175861	16.461664	260.42358	13.897055	328.19653	0
235	-2.4789004	3.2313743	16.083948	39.553989	15.719156	365.66556	8.7819365e-09
236	-0.17366146	-0.25449139	17.052667	60.447941	18.840658	398.85464	7.7799747e-09
237	0.99032956	-5.838943	13.015497	89.150497	13.143403	367.63962	9.5091438e-10
238	0.37890917	-2.7020919	15.155847	266.7453	12.990751	322.15973	0
239	0.58149529	1.544634	17.145227	209.54948	14.152123	335.71469	0
240	2.5443377	-0.22166634	18.288904	216.38696	15.462397	368.85986	4.1670129e-10
241	-0.29916278	-0.32566345	16.289636	124.08762	13.44896	335.32288	0
242	-0.75776106	0.96142018	17.35351	254.35387	14.632359	336.89575	0
243	-2.7672412	0.82183379	17.477838	23.859461	18.170684	404.87524	4.4026222e-09
244	3.4214215	1.0499356	19.029596	197.09891	18.716872	381.7269	1.4481435e-09
